Date,Adj Close,Open,High,Low,Last,Close,Average Price,Volume,Turnover,No. of Trades
2017-06-21,943.55,945,949,936.05,948.55,943.35,941.04,1867932,1757791621,59945
2017-06-22,943.35,947.7,968.7,935.1,939,940.15,953.78,4732621,4513895878,115123
2017-06-23,940.15,945,949.15,938,943.05,943.25,943.77,3201509,3021488880,118944
2017-06-27,943.25,945,948,923.75,926,927.05,929.06,3452330,3207420227,113272
2017-06-28,927.05,932.8,933,921,924,924.7,925.73,2952612,2733310089,98295
2017-06-29,924.7,930.2,947.95,926.6,929,930.2,935.13,7957020,7440838110,103952
2017-06-30,930.2,930.8,938,929,934.4,935.55,934.42,2108350,1970090052,64325
2017-07-03,935.55,941.1,955,934.6,953.6,951.9,945.66,2544462,2406192366,62128
2017-07-04,951.9,953.85,970,949.4,961,962.15,962.03,2583863,2485762341,54690
2017-07-05,962.15,959,959,945.4,952,950.9,950.46,2113114,2008422007,58308
2017-07-06,950.9,945,957,944.2,946.8,947,950.12,1914860,1819345351,56849
2017-07-07,947,943.85,945.45,933.05,935.1,935.4,938.78,2888443,2711621746,98641
2017-07-10,935.4,945,1028.9,937.3,953.3,957.05,953.49,847546,808125207.5,17862
2017-07-11,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,5648578195,113632
2017-07-12,975.35,974.95,981.5,968.75,973,972.35,974.41,3137988,3057672504,77201
2017-07-13,972.35,977.25,983.45,964.1,980,977.05,977,2585196,2525724825,74502
2017-07-14,977.05,999.45,1006.85,966.05,970,972.05,985.55,11239090,11076697426,246571
2017-07-17,972.05,975,992,974,985.55,984.05,984.54,3849125,3789602386,85783
2017-07-18,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,4112296075,93509
2017-07-19,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,2874801640,105595
2017-07-20,979.85,979.3,979.85,966.95,969,969.45,970.69,3404870,3305085666,101526
2017-07-21,969.45,973,982.55,971.4,979.9,980.1,978.45,2990377,2925921840,68179
2017-07-24,980.1,983.5,994,982.6,990.5,990.55,989.58,3064588,3032646958,110820
2017-07-25,990.55,990,999,986.2,994,993.85,992.82,3572807,3547155444,104586
2017-07-26,993.85,998.1,999,990.4,994,994.05,993.84,3435012,3413852845,104013
2017-07-27,994.05,996,1004,966.8,969.85,971.05,981.64,6338426,6222055607,100543
2017-07-28,971.05,976,1003,962.3,995.7,997.35,987.2,5549214,5478201640,92083
2017-07-31,997.35,991.9,1021.7,986.75,1015,1011.2,1007.77,9579124,9653593591,194493
2017-08-01,1011.2,1011,1017,998.35,1004.5,1005.55,1005.38,3844699,3865373993,74672
2017-08-02,1005.55,1006,1012.75,987.2,989.1,993.35,999.06,2128792,2126780545,64338
2017-08-03,993.35,991,998.75,980.25,981.8,984,988.23,2320174,2292869697,64881
2017-08-04,984,988,989,976.05,983.5,983.75,981.53,2674509,2625108705,54851
2017-08-07,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,2952834608,75997
2017-08-08,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,2892578681,83371
2017-08-09,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,1901504150,74542
2017-08-10,969.35,969.9,987.5,969.35,984.95,981.25,982,4570342,4488072667,118468
2017-08-11,981.25,976,997,969.6,986.5,987.7,986.81,3272078,3228922463,85957
2017-08-14,987.7,988,989.2,977.15,982,981.45,981.62,1908235,1873162936,83142
2017-08-16,981.45,982,986.1,969,979.35,975.2,975.79,3089040,3014254126,73688
2017-08-17,975.2,1005,1029.25,998.05,1021.05,1020.85,1012.61,12892130,13054759561,219380
2017-08-18,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,76625024333,1192900
2017-08-21,923.25,924,924,870,870.15,873.4,888.68,45203588,40171479151,844350
2017-08-22,873.4,895.2,897.05,860,876,875.4,876.3,24621299,21575553324,436450
2017-08-23,875.4,880,903.7,873.9,893.4,892.8,890.37,30642095,27282913879,431562
2017-08-24,892.8,910,918.25,902.35,911.5,912.15,910.72,21190262,19298432842,379260
2017-08-28,912.15,943.95,953.95,938,940.3,941,944.82,20356054,19232850863,339901
2017-08-29,941,941.45,942,925.55,926.75,927.45,933.49,6684696,6240109664,148591
2017-08-30,927.45,937.2,939,924.1,926.7,926.65,930.56,8074832,7514125822,147639
2017-08-31,926.65,928.8,928.95,912.9,915,914.95,916.78,7511226,6886139481,174045
2017-09-01,914.95,915.95,925.9,910,919.85,919.95,919.57,4216961,3877809876,81607
2017-09-04,919.95,921,921.1,893.5,899.95,900.2,904.13,5088554,4600718442,141455
2017-09-05,900.2,902,905,897.25,901,901.9,901.02,4891696,4407506232,79400
2017-09-06,901.9,900,900.3,890,896.9,895.6,894.39,3867955,3459475483,126593
2017-09-07,895.6,900,900.5,892.35,894.65,895.75,896.04,3120596,2796180948,74906
2017-09-08,895.75,899,899,882.1,884,884.3,888.07,4302271,3820696332,78811
2017-09-11,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,6072846748,145836
2017-09-12,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,7603270020,94378
2017-09-13,884.05,885.5,887.6,881,884.5,883.75,883.75,5739114,5071927188,136009
2017-09-14,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,6105328297,110957
2017-09-15,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,6089408744,99888
2017-09-18,908.25,910,917.75,906.3,908.8,909.1,912.83,4237930,3868513182,77992
2017-09-19,909.1,908,916,903.5,912.7,912.25,911.15,3016665,2748642130,79618
2017-09-20,912.25,917,917,907.45,913.3,912.7,910.97,2883915,2627153268,46614
2017-09-21,912.7,915,915.25,908.15,911,909.55,910.99,4102076,3736951963,42387
2017-09-22,909.55,908.15,910.25,888,899,898.3,897.32,8802044,7898273388,101141
2017-09-25,898.3,901,901.95,889.1,901,895.35,894.32,4544350,4064084916,83796
2017-09-26,895.35,897,908.4,894.3,901.75,905.9,900.14,3683239,3315416203,101232
2017-09-27,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,2701542236,88378
2017-09-28,899.8,896.1,903.9,894.3,896,896,897.71,8768633,7871666208,135425
2017-09-29,896,898,902.4,895,899,899.9,899.31,2852916,2565651057,79579
2017-10-03,899.9,910.1,912,901.6,903.05,903.55,905.66,2473761,2240392336,98569
2017-10-04,903.55,903,905.4,897.15,901.45,899.6,901.13,2495746,2248997167,81198
2017-10-05,899.6,900,904.95,899,903,903.05,902.78,4305650,3887063883,46048
2017-10-06,903.05,904,922,903.95,920.5,920.15,916.53,4287154,3929315140,76214
2017-10-09,920.15,920,929,914,924.25,923.9,923.72,1752416,1618746285,39646
2017-10-10,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,3341105876,103093
2017-10-11,935.45,935.45,938,928,930.6,930.7,932.27,2991252,2788647778,95474
2017-10-12,930.7,930,934.35,919.55,928.35,927.3,924.62,5140486,4753015820,108653
2017-10-13,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,3337968430,104364
2017-10-16,930.1,935.95,942,933,939,939,937.81,2879375,2700304306,78589
2017-10-17,939,936.8,936.8,929.5,930.75,930.5,932.11,2812551,2621611619,77515
2017-10-18,930.5,928.9,930,922.95,925,924.35,926.7,3615926,3350868643,78889
2017-10-19,924.35,930,932,925.2,927.75,926.95,927.39,545717,506094102.6,13886
2017-10-23,926.95,930,942,928.1,940.95,939.5,936.18,4577048,4284920340,105211
2017-10-24,939.5,946,946.65,921.6,924.35,926.5,933.61,7264664,6782341418,117978
2017-10-25,926.5,919,944.7,915.25,934.25,935.3,934.05,6992067,6530973260,176833
2017-10-26,935.3,942,951.8,940.1,948.55,947.35,946.46,16829629,15928597286,144857
2017-10-27,947.35,955,957.7,944,947,946.35,948.86,4262478,4044495152,108092
2017-10-30,946.35,954.65,954.65,941.05,943.9,944.1,946.96,6484163,6140238516,120848
2017-10-31,944.1,925,930,920,922,921.85,924.74,4977494,4602897345,68301
2017-11-01,921.85,925,929.4,923.3,926,927.05,925.92,2816567,2607904113,59211
2017-11-02,927.05,923.05,926,920,923.1,922.9,923.13,2343069,2162955678,81286
2017-11-03,922.9,917,929.9,916.95,926.8,926.65,926.37,1849543,1713353953,51904
2017-11-06,926.65,923.15,935,922.65,928.8,928.7,927.57,2533267,2349782381,69707
2017-11-07,928.7,926.25,960,925.85,955.35,955.5,951.18,6721410,6393285439,145532
2017-11-08,955.5,960.25,961.85,947.5,951.95,952.3,955.2,2684997,2564719195,88636
2017-11-09,952.3,953,963,948.25,954,954.5,954.92,2361616,2255155224,67747
2017-11-10,954.5,958.8,964.35,950,963.5,962.05,959.46,3294714,3161144505,63848
2017-11-13,962.05,962.05,969.4,949.35,952.55,951.95,958.24,2510608,2405762223,58964
2017-11-14,951.95,951.95,954.85,943.25,949.1,949.1,948.44,2866855,2719052888,74967
2017-11-15,949.1,945.15,953.5,944.5,950.75,951.8,950.67,3511758,3338522494,98311
2017-11-16,951.8,951.8,995.9,948.5,989.95,988.4,978.58,7843751,7675734065,224690
2017-11-17,988.4,985.5,985.5,965.15,965.5,970.95,974.04,4028835,3924263396,178425
2017-11-20,970.95,969,971,957.25,960.95,960.55,961.63,2830595,2721971566,66198
2017-11-21,960.55,961.3,971.5,960.05,965.5,966.25,966.87,2682328,2593469144,74479
2017-11-22,966.25,966.6,971.05,963.3,965.3,966.3,966.54,3042460,2940669553,57418
2017-11-23,966.3,971.5,994.45,969,991.15,991.25,984.7,5947309,5856291708,141525
2017-11-24,991.25,990.9,1019.3,990.2,1008,1009.55,1010.09,9309956,9403912992,180427
2017-11-27,1009.55,1006.7,1006.7,993.3,996.55,998.75,997.92,3008865,3002607598,75428
2017-11-28,998.75,994.4,999.9,981.3,982.15,984.7,988.73,2308434,2282406446,61722
2017-11-29,984.7,987.65,991.95,980.3,983.5,982.7,984.37,1919035,1889032576,50324
2017-11-30,982.7,989.45,989.45,968.35,972.5,976.1,978.17,8633472,8445010644,126288
2017-12-01,976.1,979.4,983.2,957.05,960,958.8,966.26,2042500,1973590610,49881
2017-12-04,958.8,980,996.8,968.55,984.4,985.35,985.73,8905803,8778677871,150296
2017-12-05,985.35,985.35,1003,979,984.3,984.35,990.92,4988369,4943095296,106371
2017-12-06,984.35,985,994.1,984,987.8,990.3,989.37,3745047,3705251090,121883
2017-12-07,990.3,989,1002.9,985.6,999.85,999.8,995.95,3774772,3759492032,106502
2017-12-08,999.8,1001,1007,995,999.4,1001.85,1002.25,2991622,2998343941,109714
2017-12-11,1001.85,994.95,1006.9,993.95,1005.4,1005.3,1000.75,2569549,2571485667,64951
2017-12-12,1005.3,1002,1014,1002,1010.5,1010.5,1009.41,4660217,4704066529,125676
2017-12-13,1010.5,1010.9,1019,997.65,1005,1003.75,1010.55,2681199,2709482013,89418
2017-12-14,1003.75,1005.25,1015,999.3,1012.3,1013.1,1010.36,3011786,3042976537,97393
2017-12-15,1013.1,1013,1026.4,1011.85,1019,1022.9,1019.21,5192067,5291809165,117970
2017-12-18,1022.9,1011.9,1030.7,1005.8,1014,1016.6,1019.42,2017724,2056905715,67395
2017-12-19,1016.6,1017.45,1017.95,999.55,1006.65,1003.95,1007.23,3559449,3585173633,87491
2017-12-20,1003.95,1005.1,1018.6,1001,1016.35,1015.85,1011.09,2093163,2116374407,68366
2017-12-21,1015.85,1014.8,1028.95,998.4,1021.5,1022.05,1014.97,5529581,5612359298,132258
2017-12-22,1022.05,1016,1044.8,1016,1037.85,1039.35,1035.23,6453470,6680838538,148038
2017-12-26,1039.35,1030,1041.5,1023,1035,1035.6,1034.88,5404453,5592980614,137301
2017-12-27,1035.6,1028,1039.1,1027.4,1034,1034.25,1034,3485086,3603591315,101607
2017-12-28,1034.25,1030,1040,1023.8,1030,1033.25,1034.41,4216736,4361825789,107124
2017-12-29,1033.25,1030.1,1048.8,1030,1041.25,1042.05,1041.38,3300884,3437461626,83693
2018-01-01,1042.05,1037.7,1044.5,1030,1032.15,1033.55,1036.23,2715670,2814045584,65839
2018-01-02,1033.55,1037.25,1042,1023,1028.3,1029.7,1031.43,3056124,3152175059,122157
2018-01-03,1029.7,1028.5,1031.6,1018.6,1022,1021.3,1022.55,3423276,3500475319,132588
2018-01-04,1021.3,1021,1021,1009.6,1015,1015.4,1014.48,4473807,4538566058,81236
2018-01-05,1015.4,1015.3,1026.4,1006,1014.25,1012,1012.92,5512988,5584193774,134727
2018-01-08,1012,1024.9,1039,1020.05,1035.2,1036.05,1029.31,2797345,2879337346,73704
2018-01-09,1036.05,1040,1044.9,1028.9,1039,1041.35,1036.46,4974118,5155470379,119611
2018-01-10,1041.35,1046.8,1056,1033.05,1053,1052.25,1043.96,4734317,4942421496,100562
2018-01-11,1052.25,1055.25,1083.4,1055.25,1076.5,1075.8,1069.86,8387735,8973696876,134085
2018-01-12,1075.8,1085.8,1085.9,1070.55,1078.65,1078.45,1077.02,9008264,9702068541,138377
2018-01-15,1078.45,1080,1092.95,1065.1,1081,1081.15,1080.89,5324625,5755343849,132189
2018-01-16,1081.15,1081.25,1134.8,1081.25,1125,1122.85,1116.71,11323483,12645064684,222629
2018-01-17,1122.85,1124.85,1161.8,1123,1148,1152.1,1150.95,13077044,15051075123,331838
2018-01-18,1152.1,1145,1164.9,1132.1,1152,1152.7,1148.19,6602485,7580886446,148758
2018-01-19,1152.7,1145,1147.9,1136,1145.9,1143.45,1142.09,2994139,3419578450,104184
2018-01-22,1143.45,1132.15,1156.95,1132,1148.1,1150,1144.31,4825107,5521427259,136884
2018-01-23,1150,1155,1188,1155,1176,1177.1,1176.85,7701898,9063945901,178542
2018-01-24,1177.1,1174.8,1221.05,1167.5,1182.85,1185.8,1195.52,10302359,12316700910,204464
2018-01-25,1185.8,1182,1183.4,1162.25,1173.7,1175.4,1171.54,6774457,7936550004,137327
2018-01-29,1175.4,1166.55,1196.25,1165.2,1180.55,1182.9,1185.12,5411501,6413293460,188700
2018-01-30,1182.9,1178.9,1183.1,1162.7,1168,1170.65,1169.32,4314156,5044647007,139977
2018-01-31,1170.65,1159.15,1166.6,1142.15,1149.1,1150.25,1153.93,4606849,5315999681,118772
2018-02-01,1150.25,1142.2,1157.9,1118.55,1144,1144.6,1141.19,6502727,7420853135,147460
2018-02-02,1144.6,1135.25,1162.9,1130.1,1145.3,1143.25,1144.88,5122243,5864360400,112441
2018-02-05,1143.25,1140,1154.85,1135.85,1139.9,1138.2,1143.33,4930110,5636743205,146880
2018-02-06,1138.2,1099.95,1128.35,1095.15,1111.4,1107.75,1113.87,5276039,5876800709,136315
2018-02-07,1107.75,1116,1124.8,1103.55,1108,1109.05,1113.49,4171028,4644378627,147324
2018-02-08,1109.05,1122.8,1146.4,1116.55,1133,1134.25,1138.52,4403622,5013613141,105295
2018-02-09,1134.25,1118,1120.3,1106,1112,1109.15,1112.64,2191345,2438184786,88836
2018-02-12,1109.15,1114.8,1120.6,1097.8,1101,1102.8,1106.85,3145986,3482147220,52343
2018-02-14,1102.8,1106,1117.3,1090.2,1091,1097.75,1106.89,4172856,4618905280,113292
2018-02-15,1097.75,1103,1129.7,1103,1113.5,1114.45,1118.96,3993368,4468413993,99941
2018-02-16,1114.45,1125,1141.65,1118.1,1124.65,1128.05,1128.32,4944611,5579126434,108882
2018-02-19,1128.05,1128.4,1136,1120.3,1134.2,1131.75,1129.16,3230920,3648227633,83364
2018-02-20,1131.75,1103.75,1149.5,1103.75,1135,1136.95,1141.14,3594297,4101611225,97878
2018-02-21,1136.95,1147.5,1151.9,1140,1145,1147.4,1146.98,6885679,7897738207,169230
2018-02-22,1147.4,1145.55,1164,1140.45,1159,1160.75,1157.22,8929987,10333995037,151810
2018-02-23,1160.75,1163.5,1166,1146.75,1154.4,1155.65,1158.08,4729914,5477635155,128746
2018-02-26,1155.65,1151,1155.05,1134.35,1139.95,1138.6,1142.81,2541804,2904793410,76083
2018-02-27,1138.6,1144.95,1153.65,1125.65,1147.7,1150.2,1139.08,3308013,3768101539,140175
2018-02-28,1150.2,1147.6,1189.5,1142.55,1169.85,1172.6,1172.09,8634208,10120034870,229051
2018-03-01,1172.6,1169.6,1169.6,1156.05,1160.25,1160.75,1161.83,3289926,3822336358,95568
2018-03-05,1160.75,1160.75,1170.8,1143.25,1159.7,1155.9,1158.68,4050728,4693511961,150137
2018-03-06,1155.9,1162.55,1165.4,1143.6,1146.25,1151.35,1157.61,3344867,3872054670,123734
2018-03-07,1151.35,1155,1160,1138.05,1147.8,1144.1,1148.31,3185208,3657594848,91049
2018-03-08,1144.1,1149,1165.8,1149,1158,1156.65,1158.61,3046507,3529721779,110975
2018-03-09,1156.65,1162.35,1166,1155.55,1164,1163.4,1162.36,2110482,2453138902,83674
2018-03-12,1163.4,1176,1191.85,1171.75,1184,1185.75,1186.26,3838485,4553456409,82530
2018-03-13,1185.75,1180.2,1197,1175.15,1182,1183.8,1187.19,4290526,5093652781,101093
2018-03-14,1183.8,1180,1190.6,1169.1,1181.1,1180.8,1180.26,2214855,2614111790,54069
2018-03-15,1180.8,1180,1188.4,1172,1181.9,1182.5,1180.88,3050750,3602569982,49232
2018-03-16,1182.5,1182,1182.4,1169.25,1170,1171.9,1172.96,8977413,10530177258,156251
2018-03-19,1171.9,1164,1180.5,1142.65,1148,1146.75,1156.94,3763310,4353937862,114366
2018-03-20,1146.75,1148.6,1170,1148.6,1164.55,1164.55,1159.74,4276883,4960076508,111232
2018-03-21,1164.55,1170,1175.5,1162.2,1166.2,1167.5,1171.53,3846497,4506270593,121529
2018-03-22,1167.5,1164.5,1177.45,1155.3,1156,1161.3,1167.57,3406584,3977430906,82774
2018-03-23,1161.3,1147,1173.8,1142.35,1165,1167.6,1164.59,6004042,6992254285,117145
2018-03-26,1167.6,1166.9,1166.9,1144,1155.6,1155.25,1153.17,4465361,5149317139,101964
2018-03-27,1155.25,1160,1161.3,1150.1,1152.1,1154,1154.45,1901044,2194657346,67860
2018-03-28,1154,1150.75,1150.75,1126.25,1140,1131.8,1136.18,6279161,7134252851,118878
2018-04-02,1131.8,1141,1149.55,1121.3,1136.7,1137.15,1135.86,4036351,4584716920,142078
2018-04-03,1137.15,1134.7,1143.55,1128.1,1139.4,1140.45,1135.21,2038584,2314226757,114034
2018-04-04,1140.45,1144,1144.55,1120,1122.7,1124.2,1131.81,2406651,2723878713,137029
2018-04-05,1124.2,1139.55,1151.3,1129.1,1146.05,1147.55,1140.71,3881772,4427993460,101745
2018-04-06,1147.55,1143,1146,1122.1,1127.55,1127,1128.81,2968871,3351285043,137277
2018-04-09,1127,1125,1125.8,1106.55,1111.45,1111.25,1113.12,3601441,4008832077,171118
2018-04-10,1111.25,1112,1124.5,1105.4,1114.65,1113.4,1115.77,4463029,4979728695,144468
2018-04-11,1113.4,1118,1131.5,1116.5,1124.5,1124.25,1124.78,4512787,5075891573,102586
2018-04-12,1124.25,1129.45,1172.75,1125,1164.05,1162.6,1157.71,8522183,9866189147,216130
2018-04-13,1162.6,1174,1185.9,1150.25,1168,1171.45,1172.37,10613519,12442924999,180965
2018-04-16,1171.45,1102,1140,1102,1134.5,1133.2,1125.66,12372542,13927236193,201992
2018-04-17,1133.2,1127,1127.4,1115,1124.65,1125.2,1121.63,5198970,5831317996,203792
2018-04-18,1125.2,1122.85,1134.75,1113.85,1125.95,1125.95,1124.27,5215190,5863305787,121114
2018-04-19,1125.95,1124,1139.8,1123.1,1133.4,1132.85,1132.61,4262771,4828035904,119470
2018-04-20,1132.85,1139,1193.7,1136.95,1179.65,1178.45,1171.78,12136346,14221070742,213680
2018-04-23,1178.45,1168,1214.4,1155.25,1185.95,1187.7,1186.79,10915319,12954180381,190031
2018-04-24,1187.7,1185,1196.4,1150.1,1154.25,1154.5,1168.64,4263108,4982039811,87918
2018-04-25,1154.5,1152,1171,1145.2,1155.95,1160.35,1160.85,5797089,6729546265,122892
2018-04-26,1160.35,1174,1181.65,1160,1177.05,1176.45,1172.76,5651042,6627322945,120489
2018-04-27,1176.45,1180,1191.6,1174.2,1184.65,1185.2,1183.9,3831685,4536321753,103259
2018-04-30,1185.2,1181.7,1207.95,1180.65,1199.95,1199.5,1199.78,2755839,3306404000,80599
